Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,LotFrontage_NaN,MasVnrArea_NaN,GarageYrBlt_NaN,YearBuilt_diff,YearRemodAdd_diff,GarageYrBlt_diff
767,60,4,4.382026634673881,9.251578279992428,1,3,3,1,4,2,14,5,1,4,4,7,5,1988,1988,2,1,9,8,2,42.0,3,3,3,2,3,3,4,394,5,0,586,980,2,3,1,3,6.887552571664617,734,0,7.446585099157725,0,0,2,1,3,1,3,7,4,1,3,4,1988,2,2,496,2,2,2,228,66,156,0,0,0,500,3,2010,3,4,196500,0,0,0,22,22,22
768,50,4,4.31748811353631,9.434123718577732,1,2,3,1,4,2,10,5,1,4,3,6,7,1940,1985,2,1,10,10,3,0.0,3,3,3,2,3,0,3,660,5,0,323,983,2,4,1,3,6.890609120147166,767,0,7.4673710669175595,1,0,2,0,4,1,3,7,0,0,4,4,1989,2,1,423,2,2,2,245,0,156,0,0,0,1300,7,2008,3,4,160000,0,0,0,68,23,19
769,20,4,4.248495242049359,9.116029692504942,1,3,3,1,4,2,21,5,1,4,5,7,5,2004,2005,1,1,10,10,3,0.0,2,3,4,2,3,3,4,24,5,0,1836,1860,2,4,1,3,7.515344571180436,0,0,7.515344571180436,0,0,2,0,3,1,2,8,4,1,4,4,2004,0,2,484,2,2,2,120,33,0,0,0,0,0,10,2006,3,4,216837,0,0,0,2,1,2
770,60,4,3.8501476017100584,10.887511696444374,1,1,1,1,2,1,5,5,1,4,4,8,5,2003,2003,1,1,5,4,2,603.0,1,3,4,2,3,1,3,1416,5,0,234,1650,2,4,1,3,7.432483807917119,1589,0,8.095293776844649,1,0,3,1,4,1,1,12,0,1,4,2,2003,0,3,841,2,2,2,503,36,0,0,210,0,0,6,2010,3,4,538000,0,0,0,7,7,7
771,85,4,4.0943445622221,8.889032571874742,1,2,3,1,2,2,15,5,1,4,1,5,5,1982,1982,1,1,7,7,3,0.0,3,3,3,2,3,2,4,685,5,0,173,858,2,3,1,3,6.754604099487962,0,0,6.754604099487962,1,0,1,0,2,1,3,5,4,0,4,3,1983,2,2,576,2,2,2,120,0,0,0,0,0,0,4,2009,3,4,134900,1,0,0,27,27,26
772,20,4,4.204692619390966,9.09121894106832,1,3,3,1,4,2,19,5,1,4,5,4,5,1951,1951,2,1,7,7,3,0.0,3,3,3,0,1,3,0,836,5,0,0,836,2,3,1,1,7.106606137727303,0,0,7.106606137727303,0,0,1,0,2,1,3,6,4,0,4,3,1951,2,2,396,2,2,2,0,0,0,0,0,0,0,4,2006,1,4,102000,0,0,0,55,55,55
773,80,4,4.543294782270004,8.964311948124514,1,3,3,1,4,2,19,5,1,4,2,6,5,1976,1976,2,1,6,6,3,0.0,3,3,3,3,3,2,3,422,2,127,480,1029,2,3,1,3,7.018401799069201,0,0,7.018401799069201,1,0,1,0,3,1,3,6,4,1,3,3,1976,2,2,672,2,2,2,144,0,0,0,0,0,0,3,2010,3,2,107000,0,0,0,34,34,34
774,20,4,4.248495242049359,9.225228984469933,1,3,3,1,4,2,22,4,1,4,5,5,5,1958,1958,2,1,7,7,3,1.0,3,3,3,3,3,3,1,456,5,0,456,912,2,4,1,2,6.815639990074331,0,0,6.815639990074331,0,0,1,0,2,1,3,5,4,0,4,4,1958,1,1,275,2,2,2,0,0,0,0,0,0,0,7,2007,1,4,114500,0,0,0,49,49,49
775,20,4,4.700480365792417,9.56282655529346,1,3,3,1,3,2,16,5,1,4,5,8,5,2006,2006,1,1,10,10,2,375.0,2,3,4,2,3,2,5,0,5,0,1935,1935,2,2,1,3,7.587310506022615,0,0,7.587310506022615,0,0,2,0,3,1,2,9,4,1,4,4,2006,0,3,895,2,2,2,315,45,0,0,0,0,0,7,2007,2,3,395000,0,0,0,1,1,1
776,120,3,3.4657359027997265,8.411832675758411,1,3,3,1,1,2,10,5,1,3,5,6,5,1998,1998,1,1,10,10,2,320.0,3,3,4,1,3,3,4,866,5,0,338,1204,2,4,1,3,7.093404625868766,0,0,7.093404625868766,1,0,2,0,2,1,3,5,4,0,4,4,1998,0,2,412,2,2,2,0,247,0,0,0,0,0,6,2009,3,4,162000,0,0,0,11,11,11
777,20,4,4.454347296253507,9.324561516066206,1,2,3,1,4,2,21,5,1,4,5,7,5,2005,2006,2,1,10,10,2,240.0,2,3,4,2,3,2,4,20,5,0,1594,1614,2,4,1,3,7.3864708488298945,0,0,7.3864708488298945,0,0,2,0,3,1,2,7,4,0,4,4,2005,1,3,865,2,2,2,144,59,0,0,0,0,0,7,2006,2,3,221500,0,0,0,1,0,1
778,20,4,4.605170185988092,9.499271663828395,1,2,3,1,4,2,15,5,1,4,5,5,5,1974,1974,1,1,9,6,3,0.0,3,3,3,3,3,3,3,762,5,0,102,864,2,3,1,3,6.795705775173514,0,0,6.795705775173514,1,0,1,0,3,1,3,5,4,1,2,4,1974,2,2,440,2,2,2,241,0,0,0,0,0,0,6,2006,3,4,142500,0,0,0,32,32,32
779,90,1,4.0943445622221,9.035986984831405,1,3,3,1,4,2,13,4,1,2,5,5,5,1977,1977,2,1,6,6,2,320.0,3,3,1,3,3,3,5,0,5,0,0,0,2,3,1,3,7.61085279039525,0,0,7.61085279039525,0,0,2,0,4,2,3,10,4,2,3,3,1977,2,2,630,2,2,2,0,0,0,0,0,0,0,10,2007,3,4,144000,0,0,0,30,30,30
780,90,4,4.356708826689592,9.261983605128021,1,3,3,1,4,2,10,5,1,2,1,6,5,1977,1977,2,1,6,3,2,90.0,3,3,3,2,3,1,4,975,5,0,0,975,2,3,1,3,6.911747300251674,0,0,6.911747300251674,1,0,1,0,2,1,3,4,4,0,4,4,1977,2,2,504,2,2,2,0,0,0,0,0,0,0,5,2006,3,4,135000,0,0,0,29,29,29
781,20,4,4.143134726391533,8.971448463693834,1,3,3,1,4,2,17,5,1,4,5,7,5,1995,1996,2,1,9,8,2,38.0,3,3,4,2,2,3,5,0,5,0,1237,1237,2,2,1,3,7.133295954896068,0,0,7.133295954896068,0,0,2,0,3,1,3,6,4,1,3,4,1995,0,2,402,2,2,2,220,21,0,0,0,0,0,6,2007,3,4,176000,0,0,0,12,11,12
782,60,4,4.174387269895637,8.875287128108384,1,3,3,1,4,2,13,5,1,4,4,6,5,1992,1992,2,1,10,10,3,0.0,2,2,4,2,3,3,3,387,5,0,374,761,2,4,1,3,6.697034247666484,793,0,7.3796321526095525,0,0,2,1,3,1,2,7,4,0,4,4,1992,1,2,484,2,2,2,0,124,0,0,0,0,0,7,2006,3,4,175900,0,0,0,14,14,14
783,20,4,4.204692619390966,9.697999717710333,1,1,3,1,4,2,21,5,1,4,5,7,5,2001,2002,2,1,10,10,3,0.0,2,3,4,2,3,3,5,0,5,0,1413,1413,2,4,1,3,7.265429723253953,0,0,7.265429723253953,0,0,2,0,3,1,2,6,4,0,4,4,2001,1,2,605,2,2,2,0,33,0,0,0,0,0,6,2009,3,4,187100,0,0,0,8,7,8
784,85,4,4.0943445622221,9.116139576577355,1,2,3,1,3,2,10,5,1,4,1,5,6,1978,1978,2,1,6,6,2,104.0,3,2,4,2,3,2,4,1097,5,0,0,1097,2,4,1,3,7.01211529430638,0,0,7.01211529430638,1,0,1,0,1,1,2,4,4,1,3,4,1978,0,2,602,2,2,2,303,30,0,0,0,0,0,7,2009,3,4,165500,1,0,0,31,31,31
785,75,3,3.5553480614894135,8.748304912379623,1,3,3,1,4,2,20,5,1,4,0,6,6,1914,2001,2,1,7,4,3,0.0,3,3,3,3,3,3,5,0,5,0,742,742,2,4,1,3,6.60934924316738,742,0,7.302496423727326,0,0,2,0,3,1,3,9,4,1,4,4,2005,2,0,0,2,2,2,0,291,134,0,0,0,0,6,2008,3,4,128000,0,0,1,94,7,3
786,20,4,4.0943445622221,9.189116735524555,1,3,3,1,4,2,14,4,1,4,5,6,5,1967,1967,2,1,4,7,3,0.0,3,3,3,3,3,3,1,251,3,630,491,1372,2,3,1,3,7.201916317531627,0,0,7.201916317531627,0,0,2,0,3,1,3,7,4,1,4,4,1967,2,2,457,2,2,2,0,0,0,0,197,0,0,9,2009,3,4,161500,1,0,0,42,42,42
787,50,3,4.0943445622221,9.287301413112312,1,3,3,1,4,2,20,3,1,4,3,5,6,1915,1950,2,1,8,9,3,0.0,3,2,4,0,3,3,0,686,5,0,0,686,2,3,1,3,6.873163834212518,686,0,7.409741954080923,1,0,2,0,4,1,3,7,4,0,4,3,1961,2,1,416,2,2,2,0,0,196,0,0,0,1200,6,2010,3,4,139000,0,0,0,95,60,49
788,60,4,4.330733340286331,9.224440496354964,1,2,3,1,4,2,13,5,1,4,4,7,5,2004,2004,2,1,10,10,3,0.0,2,3,4,2,3,3,4,656,5,0,300,956,2,4,1,3,6.862757913051401,1128,0,7.642044402873258,1,0,2,1,4,1,2,8,4,0,4,2,2004,1,2,618,2,2,2,0,45,0,0,0,0,0,1,2010,3,4,233000,0,0,0,6,6,6
789,20,3,3.912023005428146,8.699514748210191,1,3,3,1,3,2,20,5,1,4,5,4,7,1954,2000,2,1,8,9,3,0.0,3,3,3,3,3,3,5,0,5,0,901,901,2,4,1,3,6.803505257608338,0,0,6.803505257608338,0,0,1,0,2,1,3,4,4,0,4,3,1954,2,1,281,1,2,2,0,0,0,0,0,0,0,8,2008,3,4,107900,0,0,0,54,8,54
790,60,4,4.0943445622221,9.40960098282706,1,2,0,1,4,2,6,5,1,4,4,6,8,1966,2007,2,1,9,8,2,157.0,3,3,3,3,1,1,0,568,5,0,264,832,2,2,1,3,6.883462586413092,1111,0,7.643482907077201,0,0,2,1,5,1,2,9,4,0,4,4,1966,0,2,444,2,2,2,133,168,0,0,0,0,0,7,2007,3,4,187500,1,0,0,41,0,41
791,120,4,3.7612001156935624,8.065265208897733,1,3,3,1,4,2,1,5,1,3,5,7,5,2005,2006,2,1,10,10,2,11.0,2,3,4,2,3,3,4,16,5,0,1129,1145,2,4,1,3,7.0431599159883405,0,0,7.0431599159883405,0,0,2,0,2,1,2,5,4,1,4,4,2005,0,2,397,2,2,2,100,16,0,0,0,0,0,9,2009,3,4,160200,0,0,0,4,3,4
792,80,4,4.0943445622221,9.335474102732949,1,2,3,1,3,2,10,5,1,4,2,6,5,1976,1976,2,1,9,8,3,0.0,3,3,4,2,3,2,3,539,5,0,490,1029,2,3,1,3,6.967909201801884,0,0,6.967909201801884,1,0,1,0,3,1,3,5,4,2,3,4,1976,1,2,539,2,2,2,120,0,0,0,0,0,0,5,2007,3,4,146800,1,0,0,31,31,31
793,60,4,4.5217885770490405,9.20230820027892,1,2,3,1,2,2,9,5,1,4,4,7,5,1996,1997,2,1,8,9,3,0.0,2,3,4,2,3,2,4,862,5,0,255,1117,2,4,1,3,7.027314514039777,886,0,7.607381425639791,1,0,2,1,3,1,3,8,4,1,3,4,1997,2,2,455,2,2,2,180,130,0,0,0,0,0,6,2007,3,4,269790,0,0,0,11,10,10
794,20,4,4.330733340286331,9.12238309321704,1,3,3,1,4,2,18,5,1,4,5,8,5,2007,2007,2,1,5,5,1,140.0,2,3,4,2,3,2,5,0,5,0,1496,1496,2,4,1,3,7.310550158534422,0,0,7.310550158534422,0,0,2,0,3,1,2,7,4,0,4,4,2007,0,2,474,2,2,2,168,130,0,0,0,0,0,6,2007,2,3,225000,0,0,0,0,0,0
795,60,4,4.0943445622221,9.290259995152056,1,2,3,1,3,2,17,5,1,4,4,7,5,1994,1996,2,1,8,9,3,0.0,2,3,4,2,3,3,5,0,5,0,712,712,2,4,1,3,6.990256500493881,809,0,7.546974117516527,0,0,2,1,3,1,2,7,4,1,3,4,1994,0,2,409,2,2,2,143,46,0,0,0,0,500,10,2008,3,4,194500,1,0,0,14,12,14
796,60,4,4.248495242049359,9.035986984831405,1,3,3,1,4,2,13,5,1,4,4,6,6,1980,1981,2,1,9,8,2,130.0,3,3,3,2,3,3,5,0,5,0,650,650,2,3,1,3,6.78897174299217,676,0,7.355001921105257,0,0,2,1,3,1,3,7,4,1,3,4,1980,2,2,476,2,2,2,0,50,0,0,204,0,0,4,2010,3,4,171000,0,0,0,30,29,30
797,20,4,4.2626798770413155,9.011523512653032,1,3,3,1,4,2,15,5,1,4,5,6,5,1977,1977,2,1,6,6,2,148.0,3,3,3,3,3,3,5,0,5,0,660,660,2,4,1,3,7.158513997329321,0,0,7.158513997329321,0,0,1,1,3,1,3,7,4,1,3,4,1977,1,2,528,2,2,2,138,0,0,0,0,0,0,4,2007,3,4,143500,0,0,0,30,30,30
798,20,4,4.04305126783455,8.945984124827898,1,3,3,1,4,2,22,5,1,4,5,5,5,1953,1953,2,1,10,10,3,0.0,3,3,3,3,3,3,2,570,5,0,203,773,2,2,1,3,6.650279048587422,0,0,6.650279048587422,0,0,1,0,2,1,3,4,4,0,4,4,1953,2,1,240,2,2,2,0,0,0,0,0,0,0,4,2008,3,2,110000,0,0,0,55,55,55
799,60,4,4.6443908991413725,9.511777409660299,1,3,3,1,4,2,16,5,1,4,4,9,5,2008,2009,1,1,10,10,1,860.0,1,3,4,1,3,3,5,0,5,0,1926,1926,2,4,1,3,7.583756300707112,1174,0,8.0519780789023,0,0,3,1,4,1,1,11,4,2,4,2,2009,0,3,820,2,2,2,144,78,0,0,0,0,0,7,2009,2,3,485000,0,0,0,1,0,0
800,50,4,4.0943445622221,8.881836305004146,1,3,3,1,3,2,4,4,1,4,3,5,7,1937,1950,2,1,7,7,2,252.0,3,3,2,2,3,3,3,569,5,0,162,731,2,4,1,3,6.8885724595653635,787,0,7.477604243197589,1,0,1,1,3,1,2,7,4,2,3,3,1939,2,1,240,2,2,2,0,0,264,0,0,0,0,6,2007,3,4,175000,0,0,0,70,57,68
801,60,4,4.3694478524670215,9.457044187699406,1,2,1,1,4,1,6,4,1,4,4,6,5,1997,1997,2,1,10,10,3,0.0,3,3,4,2,3,1,4,462,5,0,154,616,2,2,1,3,6.423246963533519,1072,0,7.431299675155903,1,0,2,1,4,1,2,8,4,0,4,4,1997,1,2,603,2,2,2,403,114,185,0,0,0,400,5,2008,3,4,200000,0,0,0,11,11,11
802,30,3,3.6888794541139363,8.476371196895983,1,3,3,1,4,2,7,5,1,4,5,4,7,1916,1990,2,1,8,9,3,0.0,3,3,3,3,3,3,0,197,5,0,999,1196,2,4,1,2,7.086737934510577,0,0,7.086737934510577,1,0,1,0,2,1,3,5,4,0,4,3,1957,2,2,440,2,2,2,0,0,0,0,0,0,0,7,2007,3,4,109900,0,0,0,91,17,50
803,60,4,4.143134726391533,9.011767474596178,1,3,3,1,4,2,21,5,1,4,4,7,5,2005,2005,2,1,3,4,3,0.0,2,3,4,2,3,2,4,648,5,0,80,728,2,4,1,3,6.590301048196686,728,0,7.283448228756631,1,0,2,1,3,1,2,7,4,1,4,4,2005,0,2,410,2,2,2,36,18,0,0,0,0,0,10,2008,3,4,189000,0,0,0,3,3,3
804,60,4,4.672828834461906,9.53899642739739,1,3,3,1,4,2,16,5,1,4,4,9,5,2008,2009,1,1,10,10,1,424.0,1,3,4,1,3,1,5,0,5,0,1734,1734,2,4,1,3,7.458186157340487,1088,0,7.945201132412759,0,0,3,1,4,1,1,12,4,1,4,2,2009,1,3,1020,2,2,2,52,170,0,0,192,0,0,1,2009,2,3,582933,0,0,0,1,0,0
805,20,4,4.31748811353631,9.104979856318357,1,3,3,1,4,2,22,5,1,4,5,5,5,1954,1954,2,1,7,7,3,0.0,3,3,3,3,3,3,0,812,5,0,124,936,2,3,1,3,7.028201432058005,0,0,7.028201432058005,0,0,1,0,2,1,3,5,2,0,4,4,1954,2,1,286,2,2,2,0,0,0,0,0,0,0,6,2006,3,1,118000,0,0,0,52,52,52
806,20,4,4.51085950651685,9.415238482949043,1,2,3,1,1,2,18,5,1,4,5,7,5,2008,2008,2,1,10,10,1,256.0,2,3,4,2,3,3,5,0,5,0,1417,1417,2,4,1,3,7.2640301428995295,0,0,7.2640301428995295,0,0,2,0,3,1,1,6,4,0,4,4,2008,1,2,554,2,2,2,0,60,0,0,0,0,0,7,2008,2,3,227680,0,0,0,0,0,0
807,80,4,4.31748811353631,9.185022563991893,1,3,3,1,4,2,22,5,1,4,2,5,5,1967,1967,2,1,10,10,3,0.0,3,3,4,3,3,2,3,400,4,480,100,980,2,2,1,3,6.887552571664617,0,0,6.887552571664617,0,0,2,0,3,1,3,6,4,0,4,4,1967,0,1,384,2,2,2,68,0,0,0,0,0,0,10,2006,3,4,135500,0,0,0,39,39,39
808,70,4,4.969813299576001,9.970398257818754,1,3,3,1,4,2,12,5,1,4,4,5,6,1923,2004,2,1,7,7,3,0.0,3,3,3,3,3,1,4,1309,5,0,15,1324,2,4,1,3,6.977281341630747,504,0,7.362645270417825,2,0,1,1,3,1,2,6,4,1,3,4,1923,1,2,528,2,2,2,0,312,0,0,0,0,0,5,2009,3,4,223500,0,0,0,86,5,86
809,80,4,4.442651256490317,9.503009985939002,1,3,3,1,4,2,22,5,1,4,2,5,5,1966,1966,2,1,10,10,2,1047.0,3,3,3,3,3,2,3,516,2,128,380,1024,2,3,1,3,6.990256500493881,0,0,6.990256500493881,1,0,1,0,3,1,3,6,4,1,4,4,1966,1,2,484,2,2,2,0,0,0,0,0,0,0,6,2006,3,4,159950,0,0,0,40,40,40
810,75,3,4.499809670330265,8.99961934066053,1,3,3,1,3,2,20,5,1,4,0,5,5,1898,1965,1,1,1,0,3,0.0,3,3,4,3,3,3,5,0,5,0,849,849,2,3,0,2,6.980075940561763,1063,0,7.6676260915849905,0,0,2,0,2,3,3,11,4,0,4,3,1910,2,2,360,1,0,1,40,156,0,0,0,0,0,11,2009,3,4,106000,0,0,0,111,44,99
811,20,4,4.356708826689592,9.224243277145174,1,3,3,1,4,2,14,5,1,4,5,6,6,1974,1999,1,1,9,8,2,99.0,3,3,3,3,3,3,3,663,3,377,0,1040,2,1,1,3,7.1770187659099,0,0,7.1770187659099,1,0,1,1,3,1,2,5,4,1,2,4,1974,1,2,484,2,2,2,265,0,0,0,0,648,0,1,2006,3,4,181000,0,0,0,32,7,32
812,120,3,4.0943445622221,8.39795910349254,1,3,3,1,4,2,21,5,1,3,5,6,5,2004,2004,2,1,10,10,2,169.0,2,3,4,2,3,1,4,662,5,0,186,848,2,4,1,3,6.742880635791903,0,0,6.742880635791903,1,0,1,0,1,1,2,4,4,1,4,4,2004,0,2,420,2,2,2,140,0,0,0,0,0,0,6,2008,0,4,144500,1,0,0,4,4,4
813,20,0,4.189654742026425,9.072456664612796,0,3,2,1,4,1,7,5,1,4,5,5,5,1952,1952,1,1,7,7,3,0.0,0,3,3,3,3,2,5,0,5,0,540,540,2,3,0,2,6.950814768442584,0,0,6.950814768442584,0,0,1,0,2,1,0,4,4,0,4,1,1952,2,2,504,2,2,1,0,0,0,0,0,0,54,6,2010,3,0,55993,0,0,0,58,58,58
814,20,4,4.31748811353631,9.185022563991893,1,3,3,1,4,2,22,5,1,4,5,6,6,1958,1958,2,1,8,9,2,243.0,3,3,3,3,3,3,1,608,5,0,834,1442,2,2,1,3,7.273786317844895,0,0,7.273786317844895,0,0,1,1,4,1,3,7,4,0,4,4,1958,1,1,301,2,2,2,0,0,275,0,0,0,500,4,2007,1,4,157900,0,0,0,49,49,49
815,50,4,3.8066624897703196,9.017726025696795,1,3,3,1,4,2,19,5,1,4,3,5,7,1918,1950,2,1,2,2,3,0.0,3,3,2,3,3,3,5,0,5,0,686,686,1,2,1,3,6.530877627725885,564,0,7.1308988302963465,0,1,1,1,3,1,0,7,4,0,4,3,1955,2,1,280,2,2,0,207,0,96,0,0,0,0,7,2006,3,4,116000,0,0,0,88,56,51
816,20,4,3.871201010907891,9.404013917106361,1,1,3,1,2,2,21,5,1,4,5,7,5,1998,1998,2,1,10,10,2,442.0,3,3,4,2,3,3,5,0,5,0,1649,1649,2,4,1,3,7.415175109613295,0,0,7.415175109613295,0,0,2,0,3,1,2,6,4,0,4,4,1998,1,2,598,2,2,2,0,34,0,0,0,0,0,5,2010,3,4,224900,0,0,0,12,12,12
817,20,4,4.0943445622221,9.343559215762406,1,2,3,1,3,2,22,5,1,4,5,5,6,1954,1954,2,1,4,1,3,0.0,3,3,3,3,3,3,2,486,5,0,522,1008,2,2,1,3,6.915723448631314,0,0,6.915723448631314,0,0,1,0,2,1,3,4,4,1,4,4,1954,1,1,275,2,2,2,0,0,120,0,0,0,0,7,2006,3,4,137000,1,0,0,52,52,52
818,20,4,4.0943445622221,9.49288426657184,1,2,3,1,2,2,10,5,1,4,5,8,5,2002,2002,1,1,5,5,2,148.0,2,3,4,2,3,3,4,1218,5,0,350,1568,2,4,1,3,7.4318919168078,0,0,7.4318919168078,1,0,2,0,3,1,2,7,4,2,4,4,2002,1,3,857,2,2,2,150,59,0,0,0,0,0,7,2008,3,4,271000,1,0,0,6,6,6
819,80,4,4.382026634673881,9.084323531392696,1,3,3,1,4,2,6,5,1,4,2,6,7,1971,1971,2,1,9,8,2,80.0,3,3,3,3,3,2,4,504,5,0,506,1010,2,2,1,3,6.9584483932976555,0,0,6.9584483932976555,1,0,1,0,3,1,3,6,4,0,4,4,1971,2,2,440,2,2,2,0,0,0,0,0,0,0,6,2010,3,4,155000,0,0,0,39,39,39
820,120,4,3.784189633918261,8.759511722116487,1,2,3,1,4,2,16,5,1,3,5,7,5,2009,2010,2,1,10,10,1,128.0,2,3,4,2,3,0,4,733,5,0,625,1358,2,4,1,3,7.213768308118642,0,0,7.213768308118642,1,0,2,0,2,1,2,6,4,1,4,4,2010,1,2,484,2,2,2,192,35,0,0,0,0,0,6,2010,2,3,224000,0,0,0,1,0,0
821,60,4,4.276666119016055,8.885440911707585,1,2,3,1,2,2,21,5,1,4,4,7,5,2003,2003,2,1,10,10,3,0.0,2,3,4,2,3,3,5,0,5,0,798,798,2,4,1,3,6.682108597449809,842,0,7.402451520818244,0,0,2,1,3,1,2,6,4,0,4,4,2003,1,2,595,2,2,2,0,45,0,0,0,0,0,6,2008,3,4,183000,0,0,0,5,5,5
822,20,3,4.0943445622221,8.699514748210191,1,3,2,1,4,1,20,5,1,0,5,4,4,1953,1953,2,1,8,9,3,0.0,0,3,3,0,3,3,5,0,5,0,936,936,2,3,0,3,6.841615476477592,0,0,6.841615476477592,0,0,1,0,2,1,3,4,3,0,4,3,1974,2,2,576,2,2,2,0,32,112,0,0,0,0,2,2009,3,4,93000,0,0,0,56,56,35
823,60,4,4.0943445622221,9.424967763522053,1,2,3,1,3,2,17,5,1,4,4,7,5,2003,2003,2,1,10,10,3,0.0,2,3,4,2,3,1,5,0,5,0,847,847,2,4,1,3,6.741700694652055,886,0,7.457609289715606,0,0,2,1,3,1,2,7,4,1,4,2,2003,0,2,433,2,2,2,100,48,0,0,0,0,0,10,2007,3,1,225000,1,0,0,4,4,4
824,50,4,4.0943445622221,9.20029003612268,1,3,3,1,4,2,4,5,1,4,3,6,7,1940,1950,2,1,10,10,3,0.0,3,3,2,3,3,3,5,0,5,0,778,778,2,3,1,3,6.8501261661455,545,0,7.305860032684009,0,0,2,0,3,1,3,7,4,1,4,3,1940,2,1,240,2,2,2,335,0,0,0,0,0,0,7,2009,3,4,139500,0,0,0,69,59,69
825,20,2,4.394449154672439,9.325096609274372,1,3,3,1,4,2,18,5,1,4,5,8,5,2006,2006,2,1,10,10,3,0.0,2,3,4,2,2,3,5,0,5,0,1489,1489,2,4,1,3,7.305860032684009,0,0,7.305860032684009,0,0,2,0,3,1,2,7,4,1,4,4,2006,1,2,776,2,2,2,0,140,0,0,0,0,0,6,2006,2,3,232600,0,0,0,0,0,0
826,20,4,4.736198448394496,9.602585141913492,1,3,3,1,4,2,16,0,0,4,5,10,5,2007,2008,1,1,5,5,2,816.0,1,3,4,1,3,2,4,1636,5,0,442,2078,2,4,1,3,7.642044402873258,0,0,7.642044402873258,1,0,2,0,2,1,1,7,4,1,4,4,2007,0,3,1220,2,2,2,188,45,0,0,0,0,0,6,2008,2,3,385000,0,0,0,1,0,1
827,45,3,3.912023005428146,8.720950028930258,1,3,3,1,4,2,12,5,1,4,0,5,6,1924,1950,2,1,8,9,3,0.0,3,3,2,3,3,3,3,784,5,0,0,784,2,2,1,3,6.664409020350408,0,0,6.664409020350408,1,0,1,0,2,1,2,5,4,0,4,4,2005,2,0,0,2,2,2,0,0,116,0,0,0,0,5,2008,3,4,109500,0,0,1,84,58,3
828,20,4,4.174387269895637,9.05122740031911,1,2,3,1,4,2,13,5,1,4,5,7,5,2001,2001,2,1,10,10,3,0.0,2,3,4,2,3,3,4,20,5,0,1434,1454,2,4,1,3,7.2682230211595655,0,0,7.2682230211595655,0,0,2,0,3,1,2,6,4,1,3,4,2001,1,2,527,2,2,2,290,39,0,0,0,0,0,4,2009,3,4,189000,0,0,0,8,8,8
829,60,4,4.0943445622221,10.264582712908352,1,1,0,1,2,0,6,5,1,4,4,5,5,1967,1967,0,0,6,6,3,0.0,3,3,4,3,2,1,0,249,1,764,0,1013,2,3,1,3,7.05617528410041,966,0,7.661997558901893,0,1,2,1,3,1,3,7,3,0,4,4,1967,0,2,538,2,2,2,486,0,0,0,225,0,0,6,2009,3,2,185000,1,0,0,42,42,42
830,160,2,3.1780538303479458,7.841492924460013,1,3,3,1,4,2,18,5,1,1,4,7,5,2005,2005,2,1,8,9,3,0.0,2,3,4,2,3,3,5,0,5,0,600,600,2,4,1,3,6.253828811575473,623,80,7.109062135687172,0,0,2,1,2,1,2,4,4,0,4,3,2005,1,2,480,2,2,2,0,166,0,0,0,0,0,7,2006,3,4,147400,0,0,0,1,1,1
831,20,4,4.382026634673881,9.38429367909962,1,2,3,1,3,2,22,5,1,4,5,6,5,1957,1957,2,1,9,8,2,387.0,3,3,3,3,3,3,1,1040,5,0,352,1392,2,3,1,2,7.238496840894365,0,0,7.238496840894365,1,0,1,1,3,1,3,6,4,2,4,4,1957,1,2,458,2,2,2,0,0,0,0,192,0,0,6,2008,3,4,166000,0,0,0,51,51,51
832,160,2,3.4011973816621555,8.064636475774222,1,3,3,1,4,2,18,5,1,3,4,7,5,2005,2005,2,1,8,9,3,0.0,3,3,4,2,3,3,5,0,5,0,600,600,2,4,1,3,6.253828811575473,600,80,7.090076835776092,0,0,2,1,2,1,2,4,4,0,4,3,2005,1,2,480,2,2,2,0,166,0,0,0,0,0,6,2006,3,4,151000,0,0,0,1,1,1
833,60,4,3.784189633918261,9.16408698745872,1,2,3,1,2,2,21,5,1,4,4,7,6,2003,2003,2,1,10,10,2,223.0,2,3,4,2,3,3,4,483,5,0,458,941,2,4,1,3,6.846943139585379,888,0,7.511524648390866,1,0,2,1,3,1,2,7,4,1,3,4,2003,1,2,613,2,2,2,192,39,0,0,0,0,0,1,2010,3,4,237000,0,0,0,7,7,7
